sample_index,publication_id,reference_id,reference_order,exclusive_category,alignment_score,alignment_source,grobid_index,grobid_doi,grobid_title,grobid_journal,grobid_year,grobid_authors,grobid_volume,grobid_issue,grobid_pages,experiment19_status,resolver,matched_id,matched_doi,matched_title,matched_year,matched_venue,confidence,title_similarity,title_coverage,title_token_count,author_coverage,year_match,title_pair_similarity,title_pair_coverage,query,context
988,1289048,22678128,23,other,1.0,match_report,22,,"Ahmet Ağaoğlu ve ""Nizamlı Hürriyet",,2011,B Erozan,,,197-225,no_match,grobid_crossref_bibliographic,,10.35239/tariharastirmalari.962919,KADROCULAR VE AHMET AĞAOĞLU TARTIŞMALARI,2022,Ankara Universitesi Dil ve Tarih Cografya Fakultesi Sihhiye,0.3407,0.3286,0.5,4,0.0,False,0.4932,0.5,"Ahmet Ağaoğlu ve ""Nizamlı Hürriyet erozan 2011","Erozan, B. (2011). Ahmet Ağaoğlu ve “Nizamlı Hürriyet”: Bir Cumhuriyetçi Yorum Denemesi. Doğu-Batı, (57), 197-225."
989,1378079,25706245,3,journal_like_left,1.0,match_report,3,10.1016/s1474-4422(17)30299-5,"Global, regional, and national burden of neurological disorders during 1990-2015: a systematic analysis for the Global Burden of Disease Study",Lancet Neurol,2015,GBD 2015 Neurological Disorders Collaborator Group,16,11,877-897,strong,grobid_doi_crossref,,10.1016/s1474-4422(17)30299-5,"Global, regional, and national burden of neurological disorders during 1990–2015: a systematic analysis for the Global Burden of Disease Study 2015",2017,The Lancet Neurology,,,,,,,,,10.1016/s1474-4422(17)30299-5,"3.GBD 2015 Neurological Disorders Collaborator Group. Global, regional, and national burden of neurological disorders during 1990-2015: a systematic analysis for the Global Burden of Disease Study 2015. Lancet Neurol. 2017 Nov;16(11):877-897. [Crossref]"
1007,1189909,17316075,7,other,1.0,match_report,7,,Byzantion'dan Constantinopolis'e İstanbul Kuşatmaları,,2017,M Arslan; T Kaçar,,,,no_match,grobid_crossref_bibliographic,,10.4067/s0718-84712017000100380,Reseña,2017,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),0.1154,0.0769,0.0,1,0.0,True,0.0339,0.0,Byzantion'dan Constantinopolis'e İstanbul Kuşatmaları arslan 2017,"Arslan, M. ve Kaçar, T. (Der.). (2017). Byzantion’dan Constantinopolis’e İstanbul Kuşatmaları. İstanbul: İstanbul Araştırmaları Enstitüsü."
1008,1189909,17316108,40,journal_like_left,1.0,match_report,40,,Türk-İslam-Osmanlı Şehirciliği ve Halil İnalcık'ın Çalışmaları,Türkiye Araştırmaları Literatür Dergisi,2005,H İnalcık; B Arı,3,6,27-56,no_match,grobid_crossref_bibliographic,,10.55842/talid.1138866,Nabi Avcı ile Türkiye’de Medya ve İletişim Çalışmaları Üzerine,2022,Bilim ve Sanat Vakfi (The Foundation for Sciences and Arts),0.2581,0.3737,0.3333,6,0.0,False,0.4194,0.1667,Türk-İslam-Osmanlı Şehirciliği ve Halil İnalcık'ın Çalışmaları inalcik 2005 Türkiye Araştırmaları Literatür Dergisi,"İnalcık, H. ve Arı, B. (2005). “Türk-İslam-Osmanlı Şehirciliği ve Halil İnalcık'ın Çalışmaları”, Türkiye Araştırmaları Literatür Dergisi, 3(6), 27-56."
1018,1364336,25205551,11,other,1.0,raw_similarity,25,,Antiquarian Knowledge and Preservation of Indian Monuments at the Beginning of the Nineteenth Century,,2004,Richard Eaton; Maxwell,,,,no_match,grobid_crossref_bibliographic,,10.1093/oso/9780198736271.003.0005,Antiquarian Dreams: Collections and Competition in the Early Republic,2018,Oxford University Press,0.0762,0.381,0.0,6,0.0,False,0.4379,0.1667,Antiquarian Knowledge and Preservation of Indian Monuments at the Beginning of the Nineteenth Century eaton 2004,"Eaton, Richard Maxwell. Temple Desecration and Muslim States in Medieval India. Gurgaon: Hope India, 2004."
1019,1364336,25205567,27,other,1.0,raw_similarity,38,,"Once a symbol of secularism, Phoolwalon ki Sair festival is now a mere shadow of its past glory",,1950,R V Smith; Delhi,344,,351,no_match,grobid_crossref_bibliographic,,10.1080/09584935.2024.2446283,The politics of celebration: interrogating the secular heritage of the Phool Waalon Ki Sair festival in Delhi,2025,Informa UK Limited,0.0641,0.3204,0.0,10,0.0,False,0.495,0.2,"Once a symbol of secularism, Phoolwalon ki Sair festival is now a mere shadow of its past glory smith 1950","Constitiution of India, Constitiution of India. Fundamental Rights 12-35 (ts.)."
1021,1270447,20948084,19,journal_like_left,1.0,match_report,16,,Evaluation of the effects of selfcare capacity on healthy life style behaviors in risky pregnant,Perinatal Journal,2007,B Karaca Saydam; O D Bozkurt; A P Hadımlı; H O Can; N Soğukpınar,15,3,131-139,no_match,grobid_crossref_bibliographic,,10.5152/akd.2011.166,Evaluation of factors affecting healthy life style behaviors and quality of life in patients with heart disease,2011,AVES YAYINCILIK A.Ş.,0.3576,0.4131,0.5,12,0.0,False,0.5797,0.5,Evaluation of the effects of selfcare capacity on healthy life style behaviors in risky pregnant saydam 2007 Perinatal Journal,"Karaca Saydam, B., Bozkurt, O. D., Hadımlı, A. P., Can, H. O., & Soğukpınar, N. (2007). Evaluation of the effects of self-care capacity on healthy life style behaviors in risky pregnant. Perinatal Journal, 15(3), 131-139."
1023,1160014,16027351,8,journal_like_left,1.0,match_report,14,,Modernleşme dönemi Türk romanında evden kaçan ve eve sığınan kadınlar,Electronic Turkish Studies,2013,Ş Karaca,8,1,1817-1827,no_match,grobid_crossref_bibliographic,,10.7827/turkishstudies.5453,Türk Romanında Türk Ocağı Algısı,2013,International Balkan University,0.4864,0.2821,0.6,5,0.0,True,0.4554,0.6,Modernleşme dönemi Türk romanında evden kaçan ve eve sığınan kadınlar karaca 2013 Electronic Turkish Studies,"Karaca, Ş. (2013). Modernleşme dönemi Türk romanında evden kaçan ve eve sığınan kadınlar. Electronic Turkish Studies, 8(1), 1817-1827."
1034,1221268,18820263,17,other,1.0,match_report,23,,Ebû ʿAbdullâh Huseyn b. el-Hasen b. Muhammed b. Halîm el-Curcânî el-. el-Minhâc fî Şuʿabi'l-Îmân,,1979,Halîmî,,,,no_match,grobid_crossref_bibliographic,,10.17121/ressjournal.3166,EBÛ SEHL MUHAMMED el-MAGRÂVÎ’NİN “el-MUFESSİRÛN” ADLI ESERİNDE SEYYİD KUTUB’U TE,2022,Route Educational and Social Science Journal,0.1886,0.3929,0.2,10,0.0,False,0.4167,0.2,Ebû ʿAbdullâh Huseyn b. el-Hasen b. Muhammed b. Halîm el-Curcânî el-. el-Minhâc fî Şuʿabi'l-Îmân halimi 1979,"Halîmî, Ebû ʿAbdullâh Huseyn b. el-Hasen b. Muhammed b. Halîm el-Curcânî el-. el-Minhâc fî Şuʿabi’l-Îmân. thk. Hilmî Muhammed Fûde. 3 Cilt. b.y.: y.y., 1399/1979."
1059,1191520,17428516,3,other,1.0,match_report,4,,Adolesanda psikososyal sorunlar. Ergenlik ve internet bağımlılığı,,2016,M F Ayaz,,,,no_match,grobid_crossref_bibliographic,,10.14527/9786053184614.15,"İnternet bağımlılığı, oyun bağımlılığı ve siber zorbalık",2016,Ankara:Pegem Akademi Yayıncılık,0.4423,0.3364,0.5,6,0.0,True,0.3361,0.5,Adolesanda psikososyal sorunlar. Ergenlik ve internet bağımlılığı ayaz 2016,"Ayaz, M. F. (2016). Adolesanda psikososyal sorunlar. Ergenlik ve internet bağımlılığı. (Y. K. Haspolat, T. Yüksel ve İ. Yolbaş, Ed.). (1. Baskı). s.139-154 İstanbul: Cinius Yayımları."
1060,1191520,17428527,14,journal_like_left,1.0,match_report,16,,Yeni nesil web paradigması: Web 4.0. Bilgisayar Bilimleri ve Teknolojileri Dergisi,,2020,B Ersöz,1,,58-65,no_match,grobid_crossref_bibliographic,,10.33461/uybisbbd.1703416,İş Akışı ve Süreç Yönetiminde Yeni Nesil Çözüm Uygulaması,2025,Uluslararasi Yonetim Bilisim Sistemleri ve Bilgisayar Bilimleri Dergisi,0.2096,0.2625,0.2857,7,0.0,False,0.2482,0.2857,Yeni nesil web paradigması: Web 4.0. Bilgisayar Bilimleri ve Teknolojileri Dergisi ersoz 2020,"Ersöz, B. (2020). Yeni nesil web paradigması: Web 4.0. Bilgisayar Bilimleri ve Teknolojileri Dergisi, 1(2), 58-65."
1065,1291586,22002461,54,other,1.0,raw_similarity,55,,"Mevsûatü Keşşâf ıstılahâti'l-fünûn ve'l-ulûm, thk. Ali Dahrûc. Beyrut: Mektebetü Lübnan",,1996,Muhammed Tahânevî; Ali,,,,no_match,grobid_crossref_bibliographic,,10.26513/tocd.677921,Lübnan Hükümeti ve Lübnan Toplumu Perspektifinden Lübnan’daki Suriyeliler,2020,Turkiye Ortadogu Calismalari Dergisi,0.2478,0.2077,0.375,8,0.0,False,0.1795,0.375,"Mevsûatü Keşşâf ıstılahâti'l-fünûn ve'l-ulûm, thk. Ali Dahrûc. Beyrut: Mektebetü Lübnan tahanevi 1996","Tahânevî, Muhammed Ali. Mevsûatü Keşşâf ıstılahâti’l-fünûn ve’l-ulûm, thk. Ali Dahrûc. Beyrut: Mektebetü Lübnan, 1996."
1073,1224300,19337880,7,other,1.0,raw_similarity,6,,Divan Şiirinin Benzetme ve Hayal Dünyasından,Dilbilimsel Edebiyat Eleştirisi. İstanbul: Multilingual,1999,H D Batıislam,,,,no_match,grobid_crossref_bibliographic,,10.17518/caty.50758,Hakikat’i Romanla Hayal Etmek: Hayal ve Hakikat’te Karşılıksız Aşkın Histerik Eleştirisi,2015,Canakkale Arastirmalari Turk Yilligi,0.1095,0.2727,0.1,10,0.0,False,0.2443,0.2,Divan Şiirinin Benzetme ve Hayal Dünyasından batiislam 1999 Dilbilimsel Edebiyat Eleştirisi. İstanbul: Multilingual,"Bayrav, S. (1999). Dilbilimsel Edebiyat Eleştirisi. İstanbul: Multilingual."
1080,1368301,25371578,43,journal_like_left,1.0,match_report,42,,Türkiye'de 1900-2021 yılları arasında görülen doğal afetler,,2021,S Sayar; A Şeyihoğlu; P Şimşek; H Saraç; A Gündüz,4,,113-119,no_match,grobid_crossref_bibliographic,,10.26650/turkjhist.2020.002,Marcus Aurelius ve Lucius Verus Dönemlerinde M.S. 165-180 Yılları Arasında Görülen Büyük Salgın,2020,Istanbul University,0.3611,0.3682,0.25,12,1.0,False,0.4967,0.375,Türkiye'de 1900-2021 yılları arasında görülen doğal afetler sayar 2021,"Sayar, S., Şeyihoğlu, A., Şimşek, P., Saraç, H., & Gündüz, A. (2021). Türkiye’de 1900-2021 yılları arasında görülen doğal afetler. İ. Güneş ve A.G. Çelik (Edt.), 4, 113-119."
1081,1368301,25371583,48,journal_like_left,1.0,match_report,47,,Afet yönetimi eğitimi niçin gerekli?,Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2019,H Şengün; M Küçükşen,33,46,193-211,no_match,grobid_crossref_bibliographic,,10.18069/firatsbed.475926,"AFET YÖNETİMİ, AFET EĞİTİMİ ve AFET FARKINDALIĞI: AMERİKA ÖRNEĞİ",2019,Firat Universitesi Sosyal Bilimler Dergisi,0.5108,0.3351,0.625,8,0.0,True,0.5361,0.625,Afet yönetimi eğitimi niçin gerekli? sengun 2019 Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,"Şengün, H., & Küçükşen, M. (2019). Afet yönetimi eğitimi niçin gerekli?. Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 33(46), 193-211."
1096,1214482,18901354,26,other,1.0,raw_similarity,10,,Anadolu kentlerine göç: Konya örneği,Nevşehir Hacı Bektaş Veli Üniversitesi SBE Dergisi,2011,A Koyuncu,1,1,130-145,no_match,grobid_crossref_bibliographic,,10.30783/nevsosbilen.1356155,ÜNİVERSİTELERİN İHTİSASLAŞMA EKOSİSTEMİ VE DÖNÜŞÜMSEL BİR MODEL ÖNERİSİ: NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ ÖRNEĞİ,2023,Nevsehir Haci Bektas Veli Universitesi SBE Dergisi,0.3784,0.5172,0.5,12,0.0,False,0.2763,0.2,Anadolu kentlerine göç: Konya örneği koyuncu 2011 Nevşehir Hacı Bektaş Veli Üniversitesi SBE Dergisi,"Koyuncu, A. (2011). Anadolu kentlerine göç: Konya örneği. Nevşehir Hacı Bektaş Veli Üniversitesi SBE Dergisi, 1(1), s. 130-145."
1104,1252631,20189053,28,other,1.0,match_report,25,,Cultures protegees en climate mediterranean,,1988,A Nisen; M Grafiadellis; R Jiménez; G La Malfa; P F Martiez-Garcia; A Monteiro; H Verlodt; O Villele; C Von Zabeltitz; J C Denis; W Boudoin; J C Garnaud,,,,no_match,grobid_crossref_bibliographic,,10.17660/actahortic.1974.43.1,SHELTERS FOR CULTURES IN THE MEDITERRANEAN COUNTRIES,1974,International Society for Horticultural Science (ISHS),0.4919,0.3347,0.5,4,1.0,False,0.5684,0.5,Cultures protegees en climate mediterranean nisen 1988,"Nisen, A., Grafiadellis, M., Jiménez, R., La Malfa, G., Martiez-Garcia, P. F., Monteiro, A., Verlodt, H., Villele, O., Von Zabeltitz, C., Denis, J. C., Boudoin, W. & Garnaud, J. C. (1988). Cultures protegees en climate mediterranean, FAO, Rome."
1107,1212698,19434671,17,conference,1.0,match_report,17,,The Effects on Economic Growth of Investment in Three Education Stages in China,Recent Advance In Statistics Application And Related Areas,2009,L Haitao; L Jinchang,1,2,2689-2695,no_match,grobid_crossref_bibliographic,,10.1061/40996(330)107,Regional Differences in the Contribution of Transport Infrastructure Investment to Local Economic Growth in China,2009,American Society of Civil Engineers,0.4748,0.0241,0.4,10,1.0,True,0.3333,0.5,The Effects on Economic Growth of Investment in Three Education Stages in China haitao 2009 Recent Advance In Statistics Application And Related Areas,"Haitao, L., & Jinchang, L. (2009). The Effects on Economic Growth of Investment in Three Education Stages in China. In Zhu, K and Zhang, H, (Eds.), 2nd Conference of the International-Institute-of-Applied-Statistics- Studies, Qingdao, Peoples R China, Recent Advance In Statistics Application And Related Areas, 1(2), 2689- 2695."
1131,1207454,18228948,23,other,1.0,raw_similarity,16,,"Finansman Giderlerinin Türkiye Muhasebe Standardı 23 ve Vergi Usul Kanunu Çerçevesinde İncelenmesi, Karşılaştırılması ve Muhasebe Uygulamaları, Mali Çözüm Dergisi",,2022,A Özulucan,32,,13-43,possible,grobid_trdizin_title_search,1121580,,"FİNANSMANGİDERLERİNİN TÜRKİYE MUHASEBE STANDARDI 23 VE VERGİ USUL KANUNU ÇERÇEVESİNDE İNCELENMESİ, KARŞILAŞTIRILMASI VE MUHASEBE UYGULAMALARI",2022,Mali Çözüm,0.849,0.9403,1.0,15,0.0,True,0.9333,0.9167,Finansman Giderlerinin Türkiye Muhasebe Standardı 23 ve Vergi Usul Kanunu Çerçevesinde İncelenmesi Karşılaştırılması ve Muhasebe Uygulamaları Mali Çözüm Dergisi,Türkiye Muhasebe Standardı 23
1139,1328845,23757725,14,journal_like_left,0.997,match_report,14,,Okul yöneticileri nasıl konuşuyor? Öğretmenlerin gözünden bir değerlendirme,Uluslararası Yönetim ve Sosyal Araştırmalar Dergisi,2022,B Boyacıoğlu; A Güneyli,9,18,27-50,no_match,grobid_crossref_bibliographic,,10.54707/meric.1170750,SOSYAL DIŞLANMA VE AYRIMCILIK BAĞLAMINDA NİTEL BİR DEĞERLENDİRME: GİZLİ SAYILAR FİLM ANALİZİ,2022,"Stratejik, Sosyal ve Kulturel Arastirma Dernegi",0.2866,0.3828,0.2,10,0.0,True,0.4121,0.1429,Okul yöneticileri nasıl konuşuyor? Öğretmenlerin gözünden bir değerlendirme boyacioglu 2022 Uluslararası Yönetim ve Sosyal Araştırmalar Dergisi,"Boyacıoğlu, B., & Güneyli, A. (2022). Okul yöneticileri nasıl konuşuyor? Öğretmenlerin gözünden bir değerlendirme. Uluslararası Yönetim ve Sosyal Araştırmalar Dergisi, 9(18), 27-50."
1140,1328845,23757728,17,journal_like_left,1.0,match_report,17,,Okul yöneticilerinin okul içi tutum ve davranışlarının öğretmenlerin sınıf yönetimi başarısına etkisi,Eğitim ve Öğretim Araştırmaları Dergisi,2023,E Can; C Çınar,12,2,53-67,no_match,grobid_crossref_bibliographic,,10.33400/kuje.1411587,Okul yöneticilerinin kayırmacı tutum ve davranışlarının okul etkililiği üzerine etkisi,2024,Kocaeli Universitesi Egitim Dergisi,0.5168,0.5214,0.75,8,0.0,False,0.7166,0.75,Okul yöneticilerinin okul içi tutum ve davranışlarının öğretmenlerin sınıf yönetimi başarısına etkisi can 2023 Eğitim ve Öğretim Araştırmaları Dergisi,"Can, E., & Çınar, C. (2023). Okul yöneticilerinin okul içi tutum ve davranışlarının öğretmenlerin sınıf yönetimi başarısına etkisi. Eğitim ve Öğretim Araştırmaları Dergisi, 12(2), 53-67."
1152,1339083,24959316,27,journal_like_left,1.0,match_report,27,,Plasma melatonin levels in psoriasis,Acta Derm Venereol,1988,N Mozzanica; G Tadini; A Radaelli; M Negri; P Pigatto; M Morelli; U Frigerio; A Finzi; G Esposti; D Rossi,68,4,312-316,no_match,grobid_crossref_bibliographic,,10.2340/0001555571169170,Increased plasma norepinephrine in psoriasis.,1991,Medical Journals Sweden AB,0.3358,0.3041,0.5,4,0.0,False,0.625,0.5,Plasma melatonin levels in psoriasis mozzanica 1988 Acta Derm Venereol,"[27] Mozzanica N, Tadini G, Radaelli A, Negri M, Pigatto P, Morelli M, Frigerio U, Finzi A, Esposti G, Rossi D. Plasma melatonin levels in psoriasis. Acta Derm Venereol. 1988;68(4):312-316."
1161,1327175,23677869,15,journal_like_left,1.0,match_report,16,,Comprehensive Geriatric Assessment: Towards Understanding Its Effectiveness,Age and Ageing,2013,A E Stuck; S Iliffe; D Harari,42,4,488-493,no_match,grobid_crossref_bibliographic,,10.1093/ageing/29.5.387,Editorial. Comprehensive geriatric assessment revisited....again,2000,Oxford University Press (OUP),0.3795,0.5226,0.5,6,0.0,False,0.6418,0.5,Comprehensive Geriatric Assessment: Towards Understanding Its Effectiveness stuck 2013 Age and Ageing,"Stuck, A. E., Iliffe, S., and Harari, D. (2013) “Comprehensive Geriatric Assessment: Towards Understanding Its Effectiveness”, Age and Ageing, 42(4), 488-493."
1167,1274734,21162618,23,other,1.0,match_report,26,,Siyasal iletişim temel kavramlar,,2013,D G Lilleker,,,,no_match,grobid_crossref_bibliographic,,10.37609/akya.3502.c7988,İletişim Sosyolojisinde Temel Kavramlar ve Yaklaşımlar,2025,Akademisyen Kitabevi,0.4292,0.4961,0.6,5,0.0,False,0.5581,0.75,Siyasal iletişim temel kavramlar lilleker 2013,"Lilleker, D. G. (2013). Siyasal iletişim temel kavramlar. İstanbul: Kaknüs İletişim."
1169,1333707,23972195,11,journal_like_left,1.0,match_report,11,,"Medication errors with the use of allopurinol and colchicine: a retrospective study of a national, anonymous Internetaccessible error reporting system",The Journal of Rheumatology,2006,T R Mikuls; J R Curtis; J J Allison; R W Hicks; K G Saag,33,,562-566,no_match,grobid_crossref_bibliographic,,10.1097/00129804-200601000-00005,"An Overview of Intravenous-related Medication Administration Errors as Reported to MEDMARX®, a National Medication Error-reporting Program",2006,Ovid Technologies (Wolters Kluwer Health),0.4425,0.0684,0.4615,13,0.5,True,0.4014,0.4615,"Medication errors with the use of allopurinol and colchicine: a retrospective study of a national, anonymous Internetaccessible error reporting system mikuls 2006 The Journal of Rheumatology","11. Mikuls TR, Curtis JR, Allison JJ, Hicks RW, Saag KG. Medication errors with the use of allopurinol and colchicine: a retrospective study of a national, anonymous Internet- accessible error reporting system. The Journal of Rheumatology 2006; 33: 562-566."
1197,1292790,22048751,48,journal_like_left,1.0,match_report,48,,Performance Analysis of Islamic and Traditional Banks of Pakistan,International Journal of Economics Management and Accounting,2019,M H Qureshia; K Abbas,27,1,83-104,no_match,grobid_crossref_bibliographic,,10.26501/jibm/2018.0801-004,Liquidity Management by Islamic Banks in Pakistan: An Econometric Analysis,2018,Riphah International University,0.4117,0.225,0.6667,6,0.0,False,0.4348,0.6,Performance Analysis of Islamic and Traditional Banks of Pakistan qureshia 2019 International Journal of Economics Management and Accounting,"Qureshia, M. H. ve Abbas, K. (2019). Performance Analysis of Islamic and Traditional Banks of Pakistan. International Journal of Economics Management and Accounting. 27(1): 83-104."
1207,1247089,22942537,32,journal_like_left,1.0,match_report,42,,Tarım ilaçları kullanımı ve riskleri,Erciyes Üniversitesi Fen Bilimleri Enstitüsü Fen Bilimleri Dergisi,2010,O Tiryaki; R Canhilal; S Horuz,26,2,154-169,no_match,grobid_crossref_bibliographic,,10.28979/comufbed.650582,Manisa İli’nde Çiftçilerin Tarım İlaçları Kullanımı Konusundaki Bilinç Düzeyi ve Duyarlılıklarının Araştırılması,2020,Canakkale Onsekiz Mart University,0.2995,0.4351,0.25,12,0.5,False,0.4595,0.75,Tarım ilaçları kullanımı ve riskleri tiryaki 2010 Erciyes Üniversitesi Fen Bilimleri Enstitüsü Fen Bilimleri Dergisi,"Tiryaki, O., Canhilal, R., & Horuz, S. (2010). Tarım ilaçları kullanımı ve riskleri. Erciyes Üniversitesi Fen Bilimleri Enstitüsü Fen Bilimleri Dergisi, 26(2), 154-169."
1233,1300777,22402226,34,journal_like_left,1.0,raw_similarity,33,,Impact of capital structure on bank performance: A case study of Pakistan,Interdisciplinary Journal of Contemporary Research in Business,2013,M M Saeed; A A Gull; M Y Rasheed,4,10,393-403,no_match,grobid_crossref_bibliographic,,10.35536/ljb.2013.v1.i2.a6,A Note on Corporate Capital Structure Theories,2013,Lahore School of Economics,0.5222,0.2609,0.4,5,1.0,True,0.4746,0.4,Impact of capital structure on bank performance: A case study of Pakistan saeed 2013 Interdisciplinary Journal of Contemporary Research in Business,"Saeed, M.M., Gull, A.A., & Rasheed, M.Y. (2013). “Impact of capital structure on bank performance: A case study of Pakistan”, Interdisciplinary Journal of Contemporary Research in Business, 4(10), 393-403."
1242,1331702,23886868,26,journal_like_left,1.0,match_report,27,,Perancangan Sistem Pendukung Keputusan Pemilihan Kepala Sekolah Terbaik Tingkat Kabupaten Labuahan Batu Utara Menggunakan Metode Analytic Hierarchy Process (Ahp)(Studi Kasus Dinas Pendidikan Aek Natas),Informasi dan Teknologi Ilmiah (INTI),2019,D Romadona,7,1,29-31,no_match,grobid_crossref_bibliographic,,10.51998/jsi.v12i01.516,Penerapan Sistem Pendukung Keputusan Pemilihan Guru Terbaik Menggunakan Metode Analytical Hierarchy Process,2023,STMIK Antar Bangsa,0.4626,0.2507,0.75,12,0.0,False,0.6426,0.75,Perancangan Sistem Pendukung Keputusan Pemilihan Kepala Sekolah Terbaik Tingkat Kabupaten Labuahan Batu Utara Menggunakan Metode Analytic Hierarchy Process (Ahp)(Studi Kasus Dinas Pendidikan Aek Natas) romadona 2019 Informasi dan Teknologi Ilmiah (INTI),"Romadona, D. (2019). Perancangan Sistem Pendukung Keputusan Pemilihan Kepala Sekolah Terbaik Tingkat Kabupaten Labuahan Batu Utara Menggunakan Metode Analytic Hierarchy Process (Ahp)(Studi Kasus Dinas Pendidikan Aek Natas). Informasi dan Teknologi Ilmiah (INTI), 7(1), 29-31."
1252,1272058,21029474,4,other,1.0,match_report,12,,İktisadi Faaliyetlerin Kelami Yorumu,Ekev Akademi Dergisi,2004,Hulusi Arslan,8,,21,no_match,grobid_crossref_bibliographic,,10.17753/ekev929,ÇEŞİTLİ DEĞİŞKENLER AÇISINDAN TÜRK DİLİ,2018,Ekev Akademi Dergisi,0.1967,0.2333,0.0,5,1.0,False,0.3467,0.0,İktisadi Faaliyetlerin Kelami Yorumu arslan 2004 Ekev Akademi Dergisi,"Arslan, Hulusi. “İktisadi Faaliyetlerin Kelami Yorumu”. Ekev Akademi Dergisi 8/21 (2004)."
1257,1233417,19420851,3,journal_like_left,1.0,match_report,3,,Examining the academic and professional future concerns of students attending secondary education institutions,"İstanbul Sabahattin Zaim Üniversitesi, Sosyal Bilimler Enstitüsü",2013,O Aydın; N Çiftel,2,3,129-166,no_match,grobid_crossref_bibliographic,,10.53586/susbid.1161442,SABAHATTİN ALİ’NİN KOYUN MASALI’NIN SOSYOLOJİK ELEŞTİRİ BAĞLAMINDA İNCELENMESİ,2022,Siirt University,0.1468,0.0839,0.1,10,0.5,False,0.1277,0.0,"Examining the academic and professional future concerns of students attending secondary education institutions aydin 2013 İstanbul Sabahattin Zaim Üniversitesi, Sosyal Bilimler Enstitüsü","Aydın, O., & Çiftel, N. (2013). Examining the academic and professional future concerns of students attending secondary education institutions. İstanbul Sabahattin Zaim Üniversitesi, Sosyal Bilimler Enstitüsü, 2(3), 129-166."
1264,1210907,18424181,17,journal_like_left,1.0,raw_similarity,11,,Preliminary investigation of yoghurt enriched with hazelnut milk,International Food Research Journal,2019,H İlyasoğlu; F Yılmaz,26,2,631-637,no_match,grobid_crossref_bibliographic,,10.1002/9781119557456.ch11,Yoghurt and Other Fermented Milk Products,2019,Wiley,0.3778,0.2889,0.4,5,0.0,True,0.4,0.4,Preliminary investigation of yoghurt enriched with hazelnut milk ilyasoglu 2019 International Food Research Journal,"İlyasoğlu, H., Yılmaz, F. (2019). Preliminary investigation of yoghurt enriched with hazelnut milk. International Food Research Journal. 26(2): 631- 637."
1273,1227285,19093588,49,other,1.0,match_report,51,,From cold war to civil war: 75 years of Russian-Syrian relations,The Swedish Institute of International Affairs,2019,Aron Lund,39,,,no_match,grobid_crossref_bibliographic,,10.2307/j.ctvdtpgtm.14,BRITAIN AND THE RUSSIAN CIVIL WAR,2019,Princeton University Press,0.5473,0.1739,0.75,4,0.0,True,0.3125,0.75,From cold war to civil war: 75 years of Russian-Syrian relations lund 2019 The Swedish Institute of International Affairs,"Lund, Aron. (2019). From cold war to civil war: 75 years of Russian-Syrian relations. The Swedish Institute of International Affairs 39."
1277,1302065,22460373,3,journal_like_left,1.0,match_report,4,,Siyasetnâme. TDV İslâm Ansiklopedisi,,2009,H H Adalıoğlu,37,,304-306,no_match,grobid_crossref_bibliographic,,10.53478/tuba.978-625-6110-19-9,Türk Maarif Ansiklopedisi Cilt 4,2024,"Türkiye Bilimler Akademisi, Türkiye Maarif Vakfı",0.22,0.4124,0.25,4,0.0,False,0.5075,0.25,Siyasetnâme. TDV İslâm Ansiklopedisi adalioglu 2009,"Adalıoğlu, H. H. (2009). Siyasetnâme. TDV İslâm Ansiklopedisi, 37, 304-306."
1278,1302065,22460409,39,journal_like_left,1.0,match_report,36,,Naîmâ. TDV İslâm Ansiklopedisi,,2006,M İpşirli,32,,316-318,no_match,grobid_crossref_bibliographic,,10.53478/tuba.978-625-6110-21-2,Türk Maarif Ansiklopedisi Cilt 6,2024,"Türkiye Bilimler Akademisi, Türkiye Maarif Vakfı",0.2432,0.5287,0.25,4,0.0,False,0.5574,0.25,Naîmâ. TDV İslâm Ansiklopedisi ipsirli 2006,"İpşirli, M. (2006). Naîmâ. TDV İslâm Ansiklopedisi, 32, 316-318."
1288,1286858,21794123,18,other,1.0,match_report,25,,Kaybolmamış Duyarlılıkların Ortaya Çıkarılmasında Gönüllülük Anlayışının Önemi,çev. Eda Erdem. Ankara: Tasarımhane,2013,Aygül Fazlıoğlu,,,,no_match,grobid_crossref_bibliographic,,10.1501/ilhfak_0000000996,Dawkins Karmaşası: Natüralizm Saçmalığı,2009,Ankara Universitesi Ilahiyat Fakultesi Dergisi,0.1806,0.1529,0.0,4,1.0,False,0.3103,0.0,Kaybolmamış Duyarlılıkların Ortaya Çıkarılmasında Gönüllülük Anlayışının Önemi fazlioglu 2013 çev. Eda Erdem. Ankara: Tasarımhane,"Fazlıoğlu, Aygül. “Kaybolmamış Duyarlılıkların Ortaya Çıkarılmasında Gönüllülük Anlayışının Önemi”. çev. Eda Erdem. Ankara: Tasarımhane, 2013."
