sample_index,publication_id,reference_id,category,match_status,match_type,match_score,extracted_url,resolved_url,status_code,title,raw_context
2560,1288251,22464757,report_policy_legal,strong,live_url_verified,1.0,http://www.sp.gov.tr/tr/temel-belge/s/214/Ulusal+Yapay+Zek_+Stratejisi+_2021-2025,http://www.sp.gov.tr/tr/temel-belge/s/214/Ulusal+Yapay+Zek_+Stratejisi+_2021-2025,200,Kamuda Stratejik Yönetim | Ulusal Yapay Zekâ Stratejisi (2021-2025),"Sanayi ve Teknoloji Bakanlığı, (2021). Cumhurbaşkanlığı Dijital Dönüşüm Ofisi Başkanlığı, Ulusal Yapay Zekâ Stratejisi 2021-2025, http://www.sp.gov.tr/tr/temel-belge/s/214/Ulusal+Yapay+Zek_+Stratejisi+_2021-2025 Erişim Tarihi: 15.10.2024."
2565,1373738,25567203,url_web,strong,live_url_verified,1.0,https://www.btg-bestellservice.de/pdf/80207000.pdf(Son,https://www.btg-bestellservice.de/pdf/80207000.pdf(Son,200,Deutscher Bundestag - Download- und Bestellservice für Infomaterial,https://www.btg-bestellservice.de/pdf/80207000.pdf (Son Erişim Tarihi: 02.10.2025).
2587,1354928,24802223,thesis,no_match,url_dead_and_not_archived,0.0,https://hdl.handle.net/11299/212273,,403,,"DeLongchamp, A. C. (2020). Evaluating the effects of a job crafting intervention on employee work-life balance (Yüksek lisans tezi, University of Minnesota) University of Minnesota Digital Conservancy. https://hdl.handle.net/11299/212273"
2593,1379873,25759419,url_web,strong,live_url_verified,1.0,https://sciencejournals.stmjournals.in/index.php/RRJoVST/article/view/519,https://sciencejournals.stmjournals.in/index.php/RRJoVST/article/view/519,200,"Significance of Artificial Insemination in Poultry
							| Research & Reviews: Journal of Veterinary Science and Technology","Kharayat, N,S., Chaudhary, G,R., Katiyar, R., Balmurugan, B., Patel, M., Uniyal, S., Raza, M., & Mishra, G. (2016). Significance of artificial insemination in poultry. Research & Reviews: Journal of Veterinary Science and Technology, 5(1), 1-5. https://sciencejournals.stmjournals.in/index.php/RRJoVST/article/view/519."
2667,1313872,22992225,url_web,no_match,url_dead_and_not_archived,0.0,http://www.trai.gov.in(accessed,,,,"TRAI (Telecom Regulatory Authority of India) (2015), “Telecom Subscription Data 31st March, 2015. http://www.trai.gov.in (accessed on 15 July, 2015)."
2676,1318193,23266972,url_web,no_match,url_dead_and_not_archived,0.0,https://www.politikyol.com/dijital-demokrasinin-onemine-dair,,403,,"Sönmez, P. (2023). Dijital demokrasinin önemine dair. 03.02.2025 tarihinde, https://www.politikyol.com/dijital-demokrasinin-onemine-dair adresinden alınmıştır."
2687,1355904,24850460,url_web,strong,live_url_verified,1.0,https://shs.hal.science/file/index/docid/159842/filename/UnitRoot_Ev5.pdf,https://shs.hal.science/file/index/docid/159842/filename/UnitRoot_Ev5.pdf,200,Bot olmadığınızdan emin oluyoruz!,"Hurlin, C., & Mignon, V. (2007). Second generation panel unit root tests. Retrieved from HAL open science website: https://shs.hal.science/file/index/docid/159842/filename/UnitRoot_Ev5.pdf"
2706,1220140,19605426,report_policy_legal,no_match,url_dead_and_not_archived,0.0,https://tribal.nic.in/downloads/Statistics/AnnualReport/AREnglish2223.pdf(Access,,404,,Ministry of Tribal Affairs. (2023). Annual Report 2022-23 Government of India https://tribal.nic.in/downloads/Statistics/AnnualReport/AREnglish2223.pdf (Access: 19.07.2023).
2714,1213448,18839577,url_web,no_match,url_dead_and_not_archived,0.0,http://www.idemployee.id.tue.nl/g.w.m.rauterberg/conferences/CD_doNotOpen/ADC/final_paper/076.pdf,,404,,"Suga, Y. (2003). Production and Consumption of Art and DesigN in Victorian Manchester- Design Education, the Art Treasures Exhibition and William Morris. http://www.idemployee.id.tue.nl/g.w.m.rauterberg/conferences/CD_doNotOpen/ADC/final_paper/076.pdf, Erişim Tarihi: 15 Mart 2023."
2715,1213448,18839583,report_policy_legal,strong,live_url_verified,1.0,"https://data.tuik.gov.tr/Kategori/GetKategori?p=Egitim,-Kultur,-Spor-ve-Turizm-105","https://veriportali.tuik.gov.tr/Kategori/GetKategori?p=Egitim,-Kultur,-Spor-ve-Turizm-105",200,,"TÜİK (2023a). Kültür İstatistikleri, https://data.tuik.gov.tr/Kategori/GetKategori?p=Egitim,-Kultur,-Spor-ve-Turizm-105, Erişim Tarihi: 15 Eylül 2023."
2728,1369382,25407743,report_policy_legal,strong,live_url_verified,1.0,https://tymm.meb.gov.tr/upload/program/2024programvat4Onayli.pdf,https://tymm.meb.gov.tr/upload/program/2024programvat4Onayli.pdf,200,,"Millî Eğitim Bakanlığı (2024a). İnsan hakları, vatandaşlık ve demokrasi dersi öğretim programı. https://tymm.meb.gov.tr/upload/ program/2024programvat4Onayli.pdf"
2739,1328686,23752236,report_policy_legal,no_match,url_dead_and_not_archived,0.0,https://innovation.consumerreports.org/AI-Voice-Cloning-Report-.pdf,,403,,"Gedye, G. (2025, 10 Mart). AI voice cloning: do these 6 companies do enough to prevent misuse? https://innovation.consumerreports.org/AI-Voice-Cloning-Report-.pdf"
2746,1216084,18624403,url_web,strong,live_url_verified,1.0,https://proceedings.eurosa.org/4/shusterman2012.pdf,https://proceedings.eurosa.org/4/shusterman2012.pdf,200,,"Shusterman, R. (2012). Anish Kapoor and the anti-entropy of art. European Society for Aesthetics, 4. https://proceedings.eurosa.org/4/shusterman2012.pdf."
2762,1178412,16790712,report_policy_legal,strong,live_url_verified,1.0,"https://data.tuik.gov.tr/Bulten/Index?p=Nufus-Projeksiyonlari-2018-2080-30567#:~:text=N%C3%BCfusumuz%202069%20y%C4%B1l%C4%B1na%20kadar%20artarak,100%20bin%20904%20ki%C5%9Fi%20olacakt%C4%B1r.&text=%C3%9Clkemizd","https://veriportali.tuik.gov.tr/Bulten/Index?p=Nufus-Projeksiyonlari-2018-2080-30567#:~:text=N%C3%BCfusumuz%202069%20y%C4%B1l%C4%B1na%20kadar%20artarak,100%20bin%20904%20ki%C5%9Fi%20olacakt%C4%B1r.&text=%C3%9Clkemizd",200,,"Turkish Statistical Institute (TurkStat) (2018). Nüfus projeksiyonları 2018-2080. https://data.tuik.gov.tr/Bulten/Index?p=Nufus-Projeksiyonlari-2018-2080-30567#:~:text=N%C3%BCfusumuz%202069%20y%C4%B1l%C4%B1na%20kadar%20ar tarak,100%20bin%20904%20ki%C5%9Fi%20olacakt%C4%B1r.&text=%C3%9Clkemizd e%202023%20y%C4%B1l%C4%B1nda%2C%202017%20y%C4%B1l%C4%B1,artarken %2C%2013%20ilin%20n%C3%BCfusu%20azalacakt%C4%B1r."
2769,1199126,17832548,url_web,no_match,no_url_found,0.0,,,,,"Şimşek, R. (1987). Türkçede Sözdizimi. Trabzon: Kuzey Gazetecilik Matbaacılık ve Ambalaj San."
2803,1332319,23919932,dergipark_file,strong,live_url_verified,1.0,https://dergipark.org.tr/en/download/article-file/3534084,https://dergipark.org.tr/en/download/article-file/3534084,200,,"Demirkaya, H., Yıldız, B., Erener Özalçın, S., & Öztürk, H. (2023). İnsan kaynaklarında sessizliğin yankıları: Örgütlerde sessiz istifa fenomeninin anatomisi. Süleyman Demirel Üniversitesi İnsan Kaynakları Yönetimi Dergisi, 2(2), 69-88. https://dergipark.org.tr/en/download/article-file/3534084"
2813,1366986,25322116,url_web,strong,live_url_verified,1.0,https://cdn.iuc.edu.tr/FileHandler2.ashx?f=secmeli-ders-tavuk-hastaliklari-patolojisi-slayt--(1).pdf,https://cdn.iuc.edu.tr/FileHandler2.ashx?f=secmeli-ders-tavuk-hastaliklari-patolojisi-slayt--(1).pdf,200,,Anonymous. (2024d). Pathology of poultry diseases. Retrieved from https://cdn.iuc.edu.tr/FileHandler2.ashx?f=secmeli-ders-tavuk-hastaliklari-patolojisi-slayt--(1).pdf.
2820,1183010,17421719,url_web,strong,live_url_verified,1.0,https://www.dbschenkerarkas.com.tr/tr-tr,https://www.dsv.com/en/countries/turkiye?utm_source=schenker&utm_medium=301,200,Turkey | DSV,(https://www.dbschenkerarkas.com.tr/tr-tr) Erişim Tarihi 15.01.2023
2857,1364643,25220680,thesis,no_match,url_dead_and_not_archived,0.0,https://lib.dr.iastate.edu/etd/15609,,403,,"Qu, K. (2017). The impact of experience on satisfaction and revisit intention in theme parks: An application of the experience economy (Master's thesis). Graduate Theses and Dissertations. Ames, Iowa, United States: Iowa State University. Retrieved from https://lib.dr.iastate.edu/etd/15609"
2870,1342052,24288921,url_web,strong,live_url_verified,1.0,https://api.semanticscholar.org/CorpusID:85905878,https://www.semanticscholar.org/paper/445cc2d027c0563e96e5175d1fc1ce3f620b8a00,202,,"Sarma, C., & Gautam, R. (2006). Effect of Tillage; Seed Rate and Weed Control Methods on Weeds and Maize (Zed mays L.). Indian Journal of Weed Science, 38, 58–61. https://api.semanticscholar.org/CorpusID:85905878"
2947,1161729,16446909,url_web,no_match,url_dead_and_not_archived,0.0,https://www.bbc.com/turkce/articles/cydnj4v9614o(Erişim,,404,,BBC News Türkçe (2023). Erzin: Hatay’ın ilçesinde neden tek bir ev bile yıkılmadı? https://www.bbc.com/turkce/articles/cydnj4v9614o (Erişim Tarihi: 17 Şubat 2023). Birgün (2023a). ‘İmar barışı’ ile devlet 26 milyar lira kazandı. https://www.birgun.net/haber/imar-affi-verileri-depremin-vurdugu-10-ilde-294-bin-guvencesiz-konut-yasal-koruma-altina-alinmis-420964 (Erişim Tarihi: 17 Şubat 2023).
2948,1161729,16446976,url_web,strong,live_url_verified,1.0,https://www.hurriyet.com.tr/yerel-haberler/ankara/28-bin-depremzede-colyakli-icin-mobil-destek-42220265,https://www.hurriyet.com.tr/yerel-haberler/ankara/28-bin-depremzede-colyakli-icin-mobil-destek-42220265,200,Ankara Haberleri - 28 bin depremzede çölyaklı için mobil destek - Yerel Haberler,Hürriyet (2023b). 28 bin depremzede çölyaklı için mobil destek. https://www.hurriyet.com.tr/yerel-haberler/ankara/28-bin-depremzede-colyakli-icin- mobil-destek-42220265 (Erişim Tarihi: 18 Şubat 2023).
2949,1161729,16447041,url_web,strong,live_url_verified,1.0,https://www.sozcu.com.tr/2023/saglik/ttbden-deprem-aciklamasi-enkaz-altinda-hipotermiden-olenler-var-7585265/,https://www.sozcu.com.tr/ttbden-deprem-aciklamasi-enkaz-altinda-hipotermiden-olenler-var-wp7585265,200,Sağlık meslek örgütleri: Enkaz altında hipotermiden ölenler var - Sözcü,"Sansür, L. (2023). Sağlık meslek örgütleri: Enkaz altında hipotermiden ölenler var. https://www.sozcu.com.tr/2023/saglik/ttbden-deprem-aciklamasi-enkaz-altinda- hipotermiden-olenler-var-7585265/ (Erişim Tarihi: 17 Şubat 2023)."
2977,1310214,22767667,url_web,strong,live_url_verified,1.0,http://www.bobpearlman.org/BestPractices/PBL_Research.pdf,http://www.bobpearlman.org/BestPractices/PBL_Research.pdf,200,,"Thomas, J. W. (2000). A review of research on project-based learning. http://www.bobpearlman.org/BestPractices/PBL_Research.pdf"
2987,1369501,25412325,url_web,strong,live_url_verified,1.0,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:61990CJ0269,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:61990CJ0269,202,,"CJEU (1991). Case C–269/90, Hauptzollamt München-Mitte v. Technische Universität München (1991). https://eur-lex.europa.eu/legal-content/EN/TXT/ HTML/?uri=CELEX:61990CJ0269"
3009,1365423,25258805,url_web,strong,live_url_verified,1.0,https://www.globalcompactturkiye.org/public/kadinin-guclenmesi-prensipleri-weps-uygulama-rehberi,https://www.globalcompactturkiye.org/public/kadinin-guclenmesi-prensipleri-weps-uygulama-rehberi,200,Kadının Güçlenmesi Prensipleri (WEPs) Uygulama Rehberi,Kadının Güçlenmesi Prensipleri (WEPs) Uygulama Rehberi. (2017) UN Women Avrupa ve Orta Asya Bölge Ofisi. https://www.globalcompactturkiye.org/public/kadinin-guclenmesi-prensipleri-weps-uygulama-rehberi
3064,1345348,24430547,url_web,strong,live_url_verified,1.0,https://www.cigdemim.org.tr/?p=12937(Erişim,https://www.cigdemim.org.tr/?p=12937(Eri%C5%9Fim,200,"ÇİĞDEMİM MAHALLE BOSTANI – Çiğdem Eğitim, Çevre ve Dayanışma Derneği",(26) https://www.cigdemim.org.tr/?p=12937 (Erişim Tarihi: 20 Eylül 2024).
3068,1287827,22429621,url_web,strong,live_url_verified,1.0,https://www.ab.gov.tr/ilerleme-raporlari_46224.html,https://www.ab.gov.tr/ilerleme-raporlari_46224.html,200,Avrupa Komisyonu Tarafından Hazırlanan Türkiye Raporları,Türkiye Raporu (2015). Avrupa Komisyonu Tarafından Hazırlanan Türkiye Raporları. https://www.ab.gov.tr/ilerleme-raporlari_46224.html adresinden 03.05.2024 tarihinde erişilmiştir.
3082,1262855,20625924,url_web,no_match,no_url_found,0.0,,,,,"7. Dar MS. Study of phytoconstituents, antioxidant and antibacterial activities of Citrus karna fruit peels. 2016. (Available from: https:// api.semanticscholar.org/CorpusID:90364009)"
3106,1198651,17844664,dergipark_file,strong,live_url_verified,1.0,https://dergipark.org.tr/tr/download/article-file/200349,https://dergipark.org.tr/tr/download/article-file/200349,200,,"Uysal, İ. (2013). Akademisyenlerin genel öz-yeterlik inançları: AİBÜ Eğitim fakültesi örneği. Trakya Üniversitesi Eğitim Fakültesi Dergisi, 3(2), 144-151. Erişim adresi: https://dergipark.org.tr/tr/download/article-file/200349"
3127,1208114,18256375,report_policy_legal,strong,live_url_verified,1.0,http://www.worldbank.org/,https://www.worldbank.org/ext/en/home,200,"World Bank Group - International Development, Poverty and Sustainability","World Bank (2023). Dünya Bankası veri tabanı. Erişim, 1 Mayıs 2023, http://www.worldbank.org/"
3144,1309566,23744339,url_web,no_match,url_dead_and_not_archived,0.0,https://www.britishmuseum.org/collection/object/G_1816-0610-96(Erişim,,403,,Görsel 9: https://www.britishmuseum.org/collection/object/G_1816-0610-96 (Erişim Tarihi: 20.5.23).
3148,1316231,23156242,url_web,no_match,url_dead_and_not_archived,0.0,"https://www.osym.gov.tr/TR,21158/2021-yks-tyt-ayt-ve-ydt-temel-soru-kitapciklari-ve-cevap-anahtarlari.html/24.04.2024",,404,,"Measurement, Selection and Placement Center. (2021). YKS question booklets and answer keys. https://www.osym.gov.tr/TR,21158/2021-yks-tyt-ayt-ve-ydt-temel-soru-kitapciklari-ve-cevap-anahtarlari.html/24.04.2024"
3161,1233127,20253548,url_web,strong,live_url_verified,1.0,http://mufredat.meb.gov.tr,http://mufredat.meb.gov.tr/,200,,"Yüksel, S. (2003). Türkiye'de Program Geliştirme Çalışmaları ve Sorunları. Milli Eğitim Dergisi. Sayı 159. http://mufredat.meb.gov.tr"
3168,1239888,20195975,report_policy_legal,strong,live_url_verified,1.0,https://data.tuik.gov.tr/Bulten/Index?p=Hanehalki-Bilisim-Teknolojileri-(BT)-Kullanim-Arastirmasi-2022-45587,https://veriportali.tuik.gov.tr/Bulten/Index?p=Hanehalki-Bilisim-Teknolojileri-(BT)-Kullanim-Arastirmasi-2022-45587,200,,"TÜİK, (2022). Hanehalkı Bilişim Teknolojileri Kullanım Araştırması 2022. Haber Bülteni, Erişim Tarihi: 09/01/2022, Retrieved from: https://data.tuik.gov.tr/Bulten/Index?p=Hanehalki-Bilisim-Teknolojileri-(BT)-Kullanim-Arastirmasi-2022-45587"
3186,1185850,17142674,url_web,no_match,url_dead_and_not_archived,0.0,http://www.koeri.boun.edu.tr/scripts/lst1.asp(Erişim,,404,,"Boğaziçi Üniversitesi Kandilli Rasathanesi ve Deprem Araştırma Enstitüsü, (2023). Bölgesel deprem-tsunami izleme ve değerlendirme merkezi (BDTİM). http://www.koeri.boun.edu.tr/scripts/lst1.asp (Erişim Tarihi: 29.03.2023)."
3190,1237903,21110824,url_web,strong,live_url_verified,1.0,https://www.wilsoncenter.org/blog-post/china-top-trading-partner-more-120-countries,https://www.wilsoncenter.org/blog-post/china-top-trading-partner-more-120-countries,200,China Is the Top Trading Partner to More Than 120 Countries | Wilson Center,"Green, Mark A. 2023. “China is the top trading partner to more than 120 countries.” Wilson Center. https://www.wilsoncenter.org/blog-post/china-top-trading-partner-more-120-countries. Retrieved December 15, 2023)."
3192,1237903,21110867,url_web,strong,live_url_verified,1.0,https://www.businessinsider.com/china-coronavirus-whistleblowers-speak-out-vanish-2020-2,https://www.businessinsider.com/china-coronavirus-whistleblowers-speak-out-vanish-2020-2,200,"Chinese Whistleblowers Who Spoke About Coronavirus Have Vanished, Died - Business Insider","Woodward, Aylin. 2020. “At Least 5 People in China Have Disappeared, Gotten Arrested, or Been Silenced after Speaking out about the Coronavirus — Here’s What We Know about Them.” Business Insider. https://www.businessinsider.com/china-coronavirus-whistleblowers-speak- out-vanish-2020-2 (Retrieved February 12, 2023)."
3246,1215229,18941461,url_web,strong,live_url_verified,1.0,https://www.youtube.com/watch?v=PsL3HhYIFmQ(Erişim,https://www.youtube.com/watch?v=PsL3HhYIFmQ(Eri%C5%9Fim,200,,URL-9: “Aman Değirmenci”. https://www.youtube.com/watch?v=PsL3HhYIFmQ (Erişim: 18.04.2023)
3260,1155959,16172459,url_web,no_match,url_dead_and_not_archived,0.0,https://coinledger.io/blog/metaverse-taxes,,,,"Brooks, M. (2022), Will I have to pay taxes in the Metaverse?, <https://coinledger.io/blog/metaverse-taxes>, 01.04.2022."
3264,1292422,22034237,url_web,no_match,no_url_found,0.0,,,,,"Çığ, Ü. (2011). Endüstriyel bir anlatı yapısı: “ters piramit"" haber metinleri. Dil Ve Edebiyat Dergisi, 7(2), 69-90."
3322,1217259,19024511,url_web,strong,live_url_verified,1.0,http://www.worldbank.org/socialdevelopment,https://www.worldbank.org/ext/en/topic/social-development,200,Social Development | World Bank Group,"Grootaert, C., & van Bastelaer, T. (2001). Understanding and measuring social capital: A synthesis of findings and recommendations from the social capital ınitiative. Washington: The Wolrd Bank. http://www.worldbank.org/socialdevelopment adresinden erişildi."
3334,1224646,18951745,url_web,no_match,no_url_found,0.0,,,,,"Gökulu, G. (2008). Futbol Haberlerinin Sunumunda Şiddet Fanatizm ve Milliyetçilik. Toplum ve Demokrasi Dergisi, 2(3), 147-164."
3338,1228289,19152376,url_web,no_match,url_dead_and_not_archived,0.0,https://jayscholar.etown.edu/edstu/14,,404,,"Mowery, K. (2019). The Most Effective Teaching Strategies for At Risk Students with Mathematical Learning Disabilities. Education: Student Scholarship & Creative Works. https://jayscholar.etown.edu/edstu/14"
3349,1209533,18375819,url_web,strong,live_url_verified,1.0,https://www.nimdzi.com/interpreting-index-top-interpreting-companies/#Remote-interpreting-is-here-to-stay,https://www.nimdzi.com/interpreting-index/#Remote-interpreting-is-here-to-stay,200,The 2025 Nimdzi Interpreting Index,"Hickey, S. (30.03.2023). Nimdzi interpreting index: Ranking of Top Interpreting Service Providers. Nimdzi. Accessed from https://www.nimdzi.com/interpreting-index-top-interpreting-companies/#Remote-interpreting-is-here-to-stay on 17.06.2023."
3362,1298683,23254173,url_web,no_match,url_dead_and_not_archived,0.0,https://www.researchgate.net/profile/Ilona-Buchem/publication/341323117_Microlearning_a_strategy_for_ongoing_professional_development/links/5ebabd26a6fdcc90d66ebfbc/Microlearning-a-strategy-for-ongoing-professional-development.pdf,,403,,"Buchem, I., & Hamelmann, H. (2010). Microlearning: A strategy for ongoing professional development. E-Learning Papers, 21(7), 1–15. https://www.researchgate.net/profile/Ilona-Buchem/publication/341323117_Microlearning_a_strategy_for_ongoing_profes sional_development/links/5ebabd26a6fdcc90d66ebfbc/Microlearning-a-strategy-for-ongoing-professional-development.pdf"
3395,1322455,24274502,url_web,no_match,no_url_found,0.0,,,,,C) Gazeteler
3400,1211807,18468675,url_web,no_match,url_dead_and_not_archived,0.0,https://www.qnbfinansbank.com/surdurulebilirlik/surdurulebilirlik-haberleri/bizden-haberler/surdurulebilirlik-baglantili-sendikasyon-kredisi.17,,404,,QNB Finansbank. “Sürdürülebilirlik Bağlantılı Sendikasyon Kredisi”. https://www.qnbfinansbank.com/surdurulebilirlik/surdurulebilirlik-haberleri/bizden-haberler/surdurulebilirlik-baglantili-sendikasyon-kredisi. 17 Mayıs 2023. Erişim 13 Ekim 2023
3409,1281880,21526230,url_web,strong,live_url_verified,1.0,https://www.legislation.gov.uk/eudr/2007/19/body/adopted,https://www.legislation.gov.uk/eudr/2007/19/body/adopted,200,Commission Directive 2007/19/EC of 30 March 2007 amending Directive 2002/72/EC relating to plastic materials and articles intended to come into contact with food and Council Directive 85/572/EEC laying down the list of simulants to be used for testing migration of constituents of plastic materials and articles intended to come into contact with foodstuffs (Text with EEA relevance),38. European Commision: Commission Directive 2007/19/EC of 30 March 2007 amending Directive 2002/72/EC relating to plastic materials and articles intended to come into contact with food and Council Directive 85/572/EEC laying down the list of simulants to be used for testing migration of constituents of plastic materials and articles intended to come into contact with foodstuffs. https://www.legislation.gov.uk/eudr/2007/19/ body/adopted. Accessed: 06.06.2021.
3510,1301468,22437017,url_web,strong,live_url_verified,1.0,https://www.resmigazete.gov.tr/eskiler/2021/06/20210617-2.htm,https://www.resmigazete.gov.tr/eskiler/2021/06/20210617-2.htm,200,,URL 1: https://www.resmigazete.gov.tr/eskiler/2021/06/20210617-2. htm
3520,1299545,23300842,url_web,no_match,url_dead_and_not_archived,0.0,https://www.fbu.edu.tr/haber/618/prof-dr-cigdem-boz-Istanbul-da-Iktisat-adli-belgesel-filmini-tamamladi,,404,,"Boz, Ç. (2022), İstanbul’da İktisat, <https://www.fbu.edu.tr/haber/618/prof-dr-cigdem-boz-Istanbul-da-Iktisat-adli-belgesel-filmini-tamamladi>, 27.10.2023."
3522,1299545,23300920,url_web,no_match,no_url_found,0.0,,,,,"Ulus Gazetesi (1935), Üniversitede Serbest Konferanslar, 18.11.1935, 3."
3545,1294170,23076810,url_web,no_match,url_dead_and_not_archived,0.0,https://www.cleanenergywire.org/news/right-wing-populists-challenge-europes-climate-efforts(Accessed,,404,,"Dirkx, M., Julian, W. (2024). Right-wing populists challenge Europe’s climate efforts. https://www.cleanenergywire.org/news/right-wing-populists-challenge-europes-climate-efforts (Accessed: 07.06.2024)."
3546,1294170,23076817,url_web,no_match,url_dead_and_not_archived,0.0,https://ecfr.eu/publication/getting-the-european-parliament-election-right/(Accessed,,404,,"Krastev, I., Mark, L. (2024). A new political map: Getting the European Parliament election right. https://ecfr.eu/publication/getting-the-european-parliament-election-right/ (Accessed: 21.03.2024)."
3557,1258670,20509451,url_web,strong,live_url_verified,1.0,http://discovery.nationalarchives.gov.uk/SearchUI/,https://discovery.nationalarchives.gov.uk/,200,Discovery | The National Archives,http://discovery.nationalarchives.gov.uk/SearchUI/
3560,1219195,19120408,url_web,strong,live_url_verified,1.0,https://apps.apple.com/tr/app/mobil-vatandas/id1437355138,https://apps.apple.com/tr/app/mobil-vatandas/id1437355138,200,‎Mobil Vatandas App - App Store,"Hatay Büyükşehir Belediyesi (2023b). Mobil Vatandaş (Versiyon 1.0.9) [Mobil Uygulama]. Erişim adresi: https://apps.apple.com/tr/app/mobil-vatandas/id1437355138, Erişim tarihi: 01.02.2023."
3572,1187220,17209339,url_web,no_match,url_dead_and_not_archived,0.0,https://www.weforum.org/reports/digital-culture-the-driving-force-of-digital-transformation/(03.04.2023,,403,,"World Economic Forum (2021). Digital Culture: The Driving Force of Digital Transformation, https://www.weforum.org/reports/digital-culture-the-driving-force-of-digital-transformation/ (03.04.2023)."
3611,1180640,16900547,url_web,no_match,url_dead_and_not_archived,0.0,http://hdl.handle.net/10092/2809,,403,,"Dalziel, E. P. and McManus, S. T. (2004). Resilience, vulnerability, and adaptive capacity: Implications for system performance. International Forum for Engineering Decision Making. Stoos, Switzerland. Retrieved from: http://hdl.handle.net/10092/2809"
3640,1348009,24527659,url_web,strong,live_url_verified,1.0,https://ich.unesco.org/en/what-is-intangible-heritage-00003,https://ich.unesco.org/en/what-is-intangible-heritage-00003,200,What is Intangible Cultural Heritage? - UNESCO Intangible Cultural Heritage,"URL-4 (December 25, 2024). What is Intangible Cultural Heritage? https://ich.unesco.org/en/what-is-intangible-heritage-00003"
3649,1355300,24824369,report_policy_legal,strong,live_url_verified,1.0,https://odsgm.meb.gov.tr/meb_iys_dosyalar/2024_05/06144528_ulke_ozetleri_rapor.pdf,https://odsgm.meb.gov.tr/meb_iys_dosyalar/2024_05/06144528_ulke_ozetleri_rapor.pdf,200,,"Millî Eğitim Bakanlığı. (2024a, 26 Ocak). 2022 PISA OECD ülke özetleri. https://odsgm.meb.gov.tr/meb_iys_dosyalar/2024_05/06144528_ulke_ozetleri_rapor.pdf"
3673,1388707,26059191,hidden_doi,no_match,url_dead_and_not_archived,0.0,https://doi.org/10.1080/00218839.2020.1728294,,404,,"Yücel, B., & Sorkun, K. (2020). Determination of antimicrobial activity and some physicochemical parameters of sunflower honeys from Turkey. Journal of Apicultural Research, 59(3), 410–419. https://doi.org/10.1080/00218839.2020.1728294"
3677,1349510,24593835,report_policy_legal,strong,live_url_verified,1.0,https://yigm.ktb.gov.tr/TR-201131/tesis-istatistikleri.html,https://yigm.ktb.gov.tr/TR-201131/tesis-istatistikleri.html,200,TESİS İSTATİSTİKLERİ,"(51) Kültür ve Turizm Bakanlığı, (2023). Tesis istatistikleri. Access address: https://yigm.ktb.gov.tr/TR-201131/tesis-istatistikleri.html Accessed on 28 July 2025."
3692,1320203,23384137,report_policy_legal,strong,live_url_verified,1.0,https://oygm.meb.gov.tr/dosyalar/StPrg/Ogretmenlik_Meslegi_Genel_Yeterlikleri.pdf,https://oygm.meb.gov.tr/dosyalar/StPrg/Ogretmenlik_Meslegi_Genel_Yeterlikleri.pdf,200,,Milli Eğitim Bakanlığı. (2018). Öğretmenlik mesleği genel yeterlikleri. MEB Öğretmen Yetiştirme ve Eğitimi Genel Müdürlüğü. https://oygm.meb.gov.tr/dosyalar/StPrg/Ogretmenlik_Meslegi_Genel_Yeterlikleri.pdf
3726,1265865,20899072,url_web,strong,live_url_verified,1.0,https://tasam.org/tr-TR/Icerik/53597/frankofoni_fransizca_konusan_ulkeler_toplulugu_turk_dunyasi_icin_bir,https://tasam.org/tr-TR/Icerik/53597/frankofoni_fransizca_konusan_ulkeler_toplulugu_turk_dunyasi_icin_bir,200,TASAM | Frankofoni (Fransızca Konuşan Ülkeler Topluluğu) Türk Dünyas...,"Aktaş, Hayati-İpek, Cemil Doğaç, (2014), “Frankofoni (Fransızca Konuşan Ülkeler Topluluğu) Türk Dünyası İçin Bir Model Olabilir mi?”, Türk Diasporası ve Türk Dünyası Vizyon 2023, Editör: Almagül İsina, Tasam Yayınları, İstanbul, ss. 45-48. https://tasam.org/tr- TR/Icerik/53597/frankofoni_fransizca_konusan_ulkeler_toplulugu_turk_dunyasi_icin_bir _model_olabilir_mi"
3783,1339640,24180365,url_web,no_match,url_dead_and_not_archived,0.0,http://atvli.or.id/wp-content/uploads/2018/07/Data-Anggota.pdf,,,,"Asosiasi Televisi Lokal Indonesia. (2019, January 2). Anggota ATVLI [Press release]. Retrieved from http://atvli.or. id/wp-content/uploads/2018/07/Data-Anggota.pdf"
3804,1211651,18468115,url_web,no_match,no_url_found,0.0,,,,,"NHS Information Centre (2008). Statistics/Data Collections-Prescriptions, Available from Www. Ic. Nhs. Uk. Accessed, 10(3)."
3813,1365372,25256989,url_web,no_match,url_dead_and_not_archived,0.0,https://www.soilassociation.org/causes-campaigns/agroforestry/what-is-agroforestry/access,,404,,"[8] URL1, https://www.soilassociation.org/causes-campaigns/agroforestry/what-is-agroforestry/ access date 28.11.2024"
3853,1179114,16821541,url_web,no_match,url_dead_and_not_archived,0.0,http://inrix.com/blog/2017/07/parkingsurvey,,403,,"Cookson, G. (2017). Smart Parking – A Silver Bullet for Parking Pain. Retrieved from : http://inrix.com/blog/2017/07/parkingsurvey."
